postcode,suburb,state,lat,lon
3754,Mernda,VIC,-37.620,145.150
3916,Merricks,VIC,-38.390,145.090
3926,Merricks Beach,VIC,-38.370,145.130
3926,Merricks North,VIC,-38.370,145.130
3340,Merrimu,VIC,-37.680,144.440
3448,Metcalfe,VIC,-37.110,144.340
3444,Metcalfe East,VIC,-37.090,144.510
3444,Mia Mia,VIC,-37.090,144.510
3064,Mickleham,VIC,-37.600,144.940
3124,Middle Camberwell,VIC,-37.820,145.060
3206,Middle Park,VIC,-37.840,144.960
3502,Mildura,VIC,-37.970,145.260
3082,Mill Park,VIC,-37.670,145.060
3799,Millgrove,VIC,-37.760,145.750
3132,Mitcham,VIC,-37.820,145.190
3132,Mitcham North,VIC,-37.820,145.190
3816,Modella,VIC,-38.050,145.830
3718,Molesworth,VIC,-37.130,145.530
3800,Monash University,VIC,-37.910,145.130
3793,Monbulk,VIC,-37.870,145.410
3984,Monomeith,VIC,-38.320,145.540
3127,Mont Albert,VIC,-37.820,145.100
3129,Mont Albert North,VIC,-37.800,145.130
3094,Montmorency,VIC,-37.720,145.120
3765,Montrose,VIC,-37.810,145.340
3221,Moolap,VIC,-37.900,144.250
3039,Moonee Ponds,VIC,-37.770,144.920
3055,Moonee Vale,VIC,-37.770,144.940
3450,Moonlight Flat,VIC,-37.060,144.220
3189,Moorabbin,VIC,-37.930,145.040
3194,Moorabbin Airport,VIC,-37.980,145.060
3189,Moorabbin East,VIC,-37.930,145.040
3221,Moorabool,VIC,-37.900,144.250
3933,Moorooduc,VIC,-38.240,145.090
3138,Mooroolbark,VIC,-37.770,145.330
3764,Moranding,VIC,-37.310,144.890
3752,Morang South,VIC,-37.650,145.100
3195,Mordialloc,VIC,-38.030,145.100
3195,Mordialloc North,VIC,-38.030,145.100
3058,Moreland,VIC,-37.730,144.960
3055,Moreland West,VIC,-37.770,144.940
3931,Mornington,VIC,-38.240,145.060
3781,Mount Burnett,VIC,-37.940,145.490
3024,Mount Cottrell,VIC,-37.900,144.560
3767,Mount Dandenong,VIC,-37.840,145.360
3216,Mount Duneed,VIC,-38.180,144.340
3930,Mount Eliza,VIC,-38.190,145.080
3796,Mount Evelyn,VIC,-37.790,145.380
3461,Mount Franklin,VIC,-37.390,144.220
3441,Mount Macedon,VIC,-37.400,144.590
3934,Mount Martha,VIC,-38.300,144.990
3777,Mount Toolebewong,VIC,-37.690,145.540
3342,Mount Wallace,VIC,-37.600,144.230
3149,Mount Waverley,VIC,-37.880,145.130
3156,Mountain Gate,VIC,-37.880,145.300
3988,Mountain View,VIC,-38.290,145.890
3951,Moyarra,VIC,-38.390,145.890
3451,Muckleford,VIC,-37.030,144.240
3170,Mulgrave,VIC,-37.870,145.100
3221,Murgheboluc,VIC,-37.900,144.250
3717,Murrindindi,VIC,-37.340,145.290
3163,Murrumbeena,VIC,-37.890,145.060
3461,Musk,VIC,-37.390,144.220
3461,Musk Vale,VIC,-37.390,144.220
3341,Myrniong,VIC,-37.520,144.310
3444,Myrtle Creek,VIC,-37.090,144.510
3781,Nangana,VIC,-37.940,145.490
3812,Nar Nar Goon,VIC,-38.040,145.610
3812,Nar Nar Goon North,VIC,-38.040,145.610
3778,Narbethong,VIC,-37.630,145.700
3805,Narre Warren,VIC,-38.020,145.300
3804,Narre Warren East,VIC,-37.970,145.360
3804,Narre Warren North,VIC,-37.970,145.360
3805,Narre Warren South,VIC,-38.020,145.300
3438,New Gisborne,VIC,-37.460,144.600
3458,Newbury,VIC,-37.450,144.290
3219,Newcomb,VIC,-38.180,144.380
3442,Newham,VIC,-37.390,144.450
3925,Newhaven,VIC,-38.540,145.340
3015,Newport,VIC,-37.840,144.880
3220,Newtown,VIC,-38.180,145.110
3042,Niddrie,VIC,-37.710,144.890
3174,Noble Park,VIC,-37.970,145.180
3174,Noble Park East,VIC,-37.970,145.180
3174,Noble Park North,VIC,-37.970,145.180
3833,Noojee,VIC,-37.840,145.850
3214,Norlane,VIC,-38.070,144.360
3458,North Blackwood,VIC,-37.450,144.290
3215,North Geelong,VIC,-38.110,144.330
3051,North Melbourne,VIC,-37.910,145.060
3187,North Road,VIC,-37.900,145.000
3214,North Shore,VIC,-38.070,144.360
3113,North Warrandyte,VIC,-37.730,145.220
3995,North Wonthaggi,VIC,-38.530,145.450
3070,Northcote,VIC,-37.770,145.000
3070,Northcote South,VIC,-37.770,145.000
3072,Northland Centre,VIC,-37.740,145.030
3660,Northwood,VIC,-37.090,145.500
3168,Notting Hill,VIC,-37.930,145.120
3435,Nulla Vale,VIC,-37.190,144.690
3131,Nunawading,VIC,-37.840,145.180
3099,Nutfield,VIC,-37.590,145.220
3987,Nyora,VIC,-38.330,145.670
3046,Oak Park,VIC,-37.700,144.920
3063,Oaklands Junction,VIC,-37.630,144.840
3166,Oakleigh,VIC,-37.900,145.080
3166,Oakleigh East,VIC,-37.900,145.080
3167,Oakleigh South,VIC,-37.930,145.100
3226,Ocean Grove,VIC,-38.270,144.540
3809,Officer,VIC,-38.060,145.410
3809,Officer South,VIC,-38.060,145.410
3788,Olinda,VIC,-37.860,145.360
3204,Ormond,VIC,-37.920,145.040
3951,Outtrim,VIC,-38.390,145.890
3810,Pakenham,VIC,-38.080,145.490
3810,Pakenham South,VIC,-38.080,145.490
3810,Pakenham Upper,VIC,-38.080,145.490
3759,Panton Hill,VIC,-37.640,145.240
3114,Park Orchards,VIC,-37.780,145.210
3195,Parkdale,VIC,-38.030,145.100
3052,Parkville,VIC,-37.800,144.960
3340,Parwan,VIC,-37.680,144.440
3044,Pascoe Vale,VIC,-37.730,144.940
3044,Pascoe Vale South,VIC,-37.730,144.940
3444,Pastoria,VIC,-37.090,144.510
3444,Pastoria East,VIC,-37.090,144.510
3204,Patterson,VIC,-37.920,145.040
3197,Patterson Lakes,VIC,-38.080,145.120
3912,Pearcedale,VIC,-38.200,145.230
3341,Pentland Hills,VIC,-37.520,144.310
3757,Pheasant Creek,VIC,-37.450,145.110
3833,Piedmont,VIC,-37.840,145.850
3200,Pines Forest,VIC,-38.170,145.190
3149,Pinewood,VIC,-37.880,145.130
3984,Pioneer Bay,VIC,-38.320,145.540
3444,Pipers Creek,VIC,-37.090,144.510
3090,Plenty,VIC,-37.670,145.120
3335,Plumpton,VIC,-37.690,144.690
3030,Point Cook,VIC,-37.970,144.580
3916,Point Leo,VIC,-38.390,145.090
3225,Point Lonsdale,VIC,-38.290,144.610
3212,Point Wilson,VIC,-38.020,144.410
3988,Poowong,VIC,-38.290,145.890
3988,Poowong East,VIC,-38.290,145.890
3988,Poowong North,VIC,-38.290,145.890
3461,Porcupine Ridge,VIC,-37.390,144.220
3207,Port Melbourne,VIC,-37.830,144.960
3223,Portarlington,VIC,-38.140,144.710
3944,Portsea,VIC,-38.340,144.710
3797,Powelltown,VIC,-37.860,145.710
3181,Prahran,VIC,-37.850,144.990
3181,Prahran East,VIC,-37.850,144.990
3072,Preston,VIC,-37.740,145.030
3072,Preston Lower,VIC,-37.740,145.030
3072,Preston South,VIC,-37.740,145.030
3072,Preston West,VIC,-37.740,145.030
3054,Princes Hill,VIC,-37.780,144.970
3521,Pyalong,VIC,-37.120,144.880
3030,Quandong,VIC,-37.970,144.580
3225,Queenscliff,VIC,-38.290,144.610
3984,Queensferry,VIC,-38.320,145.540
3951,Ranceby,VIC,-38.390,145.890
3132,Rangeview,VIC,-37.820,145.190
3023,Ravenhall,VIC,-37.750,144.750
3453,Ravenswood,VIC,-37.000,144.260
3453,Ravenswood South,VIC,-37.000,144.260
3937,Red Hill,VIC,-38.370,145.010
3937,Red Hill South,VIC,-38.370,145.010
3444,Redesdale,VIC,-37.090,144.510
3658,Reedy Creek,VIC,-37.200,145.050
3799,Reefton,VIC,-37.760,145.750
3072,Regent West,VIC,-37.740,145.030
3095,Research,VIC,-37.710,145.150
3073,Reservoir,VIC,-37.690,145.010
3073,Reservoir East,VIC,-37.690,145.010
3073,Reservoir North,VIC,-37.690,145.010
3073,Reservoir South,VIC,-37.690,145.010
3923,Rhyll,VIC,-38.460,145.310
3121,Richmond,VIC,-37.830,145.010
3121,Richmond East,VIC,-37.830,145.010
3121,Richmond North,VIC,-37.830,145.010
3121,Richmond South,VIC,-37.830,145.010
3431,Riddells Creek,VIC,-37.460,144.670
3134,Ringwood,VIC,-37.810,145.230
3135,Ringwood East,VIC,-37.820,145.250
3134,Ringwood North,VIC,-37.810,145.230
3818,Ripplebrook,VIC,-38.240,145.780
3215,Rippleside,VIC,-38.110,144.330
3185,Ripponlea,VIC,-37.880,145.000
3019,Robinson,VIC,-37.780,144.860
3442,Rochford,VIC,-37.390,144.450
3335,Rockbank,VIC,-37.690,144.690
3434,Romsey,VIC,-37.390,144.640
3084,Rosanna,VIC,-37.740,145.090
3939,Rosebud,VIC,-38.400,144.900
3939,Rosebud Plaza,VIC,-38.400,144.900
3340,Rowsley,VIC,-37.680,144.440
3178,Rowville,VIC,-37.930,145.240
3064,Roxburgh Park,VIC,-37.600,144.940
3050,Royal Melbourne Hospital,VIC,-37.800,144.960
3712,Rubicon,VIC,-37.330,145.860
3992,Ryanston,VIC,-38.490,145.620
3941,Rye,VIC,-38.370,144.820
3810,Rythdale,VIC,-38.080,145.490
3936,Safety Beach,VIC,-38.350,144.950
3461,Sailors Falls,VIC,-37.390,144.220
3461,Sailors Hill,VIC,-37.390,144.220
3925,San Remo,VIC,-38.540,145.340
3977,Sandhurst,VIC,-38.210,145.320
3171,Sandown Village,VIC,-37.950,145.160
3191,Sandringham,VIC,-37.950,145.010
3787,Sassafras,VIC,-37.880,145.370
3787,Sassafras Gully,VIC,-37.880,145.370
3179,Scoresby,VIC,-37.860,145.260
3028,Seabrook,VIC,-37.870,144.780
3198,Seaford,VIC,-38.110,145.160
3018,Seaholme,VIC,-37.870,144.830
3011,Seddon,VIC,-37.800,144.900
3011,Seddon West,VIC,-37.800,144.900
3159,Selby,VIC,-37.920,145.400
3221,Separation Creek,VIC,-37.900,144.250
3139,Seville,VIC,-37.800,145.540
3139,Seville East,VIC,-37.800,145.540
3660,Seymour,VIC,-37.090,145.500
3660,Seymour South,VIC,-37.090,145.500
3461,Shepherds Flat,VIC,-37.390,144.220
3789,Sherbrooke,VIC,-37.880,145.360
3916,Shoreham,VIC,-38.390,145.090
3444,Sidonia,VIC,-37.090,144.510
3795,Silvan,VIC,-37.840,145.410
3922,Silverleaves,VIC,-38.450,145.240
3977,Skye,VIC,-38.210,145.320
3922,Smiths Beach,VIC,-38.450,145.240
3760,Smiths Gully,VIC,-37.620,145.290
3927,Somers,VIC,-38.380,145.150
3062,Somerton,VIC,-37.640,144.940
3912,Somerville,VIC,-38.200,145.230
3943,Sorrento,VIC,-38.340,144.740
3995,South Dudley,VIC,-38.530,145.450
3220,South Geelong,VIC,-38.180,145.110
3015,South Kingsville,VIC,-37.840,144.880
3205,South Melbourne,VIC,-37.930,145.030
3205,South Melbourne DC,VIC,-37.930,145.030
3752,South Morang,VIC,-37.650,145.100
3006,South Wharf,VIC,-37.820,144.970
3006,Southbank,VIC,-37.820,144.970
3192,Southland Centre,VIC,-37.960,145.060
3461,Spargo Creek,VIC,-37.390,144.220
3015,Spotswood,VIC,-37.840,144.880
3444,Spring Hill,VIC,-37.090,144.510
3434,Springfield,VIC,-37.390,144.640
3171,Springvale,VIC,-37.950,145.160
3172,Springvale South,VIC,-37.970,145.120
3021,St Albans,VIC,-37.750,144.770
3219,St Albans Park,VIC,-38.180,144.380
3941,St Andrews Beach,VIC,-38.370,144.820
3995,St Clair,VIC,-38.530,145.450
3088,St Helena,VIC,-37.710,145.120
3182,St Kilda,VIC,-37.870,144.980
3183,St Kilda East,VIC,-37.870,145.000
8004,St Kilda Road,VIC,-37.840,144.980
3004,St Kilda Road Central,VIC,-37.840,144.980
3182,St Kilda South,VIC,-37.870,144.980
3182,St Kilda West,VIC,-37.870,144.980
3223,St Leonards,VIC,-38.140,144.710
3221,Staughton Vale,VIC,-37.900,144.250
3775,Steels Creek,VIC,-37.650,145.320
3221,Stonehaven,VIC,-37.900,144.250
3957,Stony Creek,VIC,-37.940,145.270
3461,Strangways,VIC,-37.390,144.220
3658,Strath Creek,VIC,-37.200,145.050
3099,Strathewen,VIC,-37.590,145.220
3041,Strathmore,VIC,-37.740,144.910
3041,Strathmore Heights,VIC,-37.740,144.910
3950,Strzelecki,VIC,-38.450,145.880
3152,Studfield,VIC,-37.870,145.240
3221,Sugarloaf,VIC,-37.900,144.250
3658,Sugarloaf Creek,VIC,-37.200,145.050
3922,Summerlands,VIC,-38.450,145.240
3057,Sumner,VIC,-37.760,144.980
3429,Sunbury,VIC,-37.580,144.730
3658,Sunday Creek,VIC,-37.200,145.050
3922,Sunderland Bay,VIC,-38.450,145.240
3922,Sunset Strip,VIC,-38.450,145.240
3020,Sunshine,VIC,-37.780,144.820
3020,Sunshine North,VIC,-37.780,144.820
3020,Sunshine West,VIC,-37.780,144.820
3922,Surf Beach,VIC,-38.450,145.240
3127,Surrey Hills,VIC,-37.820,145.100
3127,Surrey Hills North,VIC,-37.820,145.100
3125,Surrey Hills South,VIC,-37.840,145.120
3448,Sutton Grange,VIC,-37.110,144.340
3225,Swan Bay,VIC,-38.290,144.610
3225,Swan Island,VIC,-38.290,144.610
3037,Sydenham,VIC,-37.720,144.780
3149,Syndal,VIC,-37.880,145.130
3714,Taggerty,VIC,-37.250,145.700
3659,Tallarook,VIC,-37.130,145.020
3833,Tanjil Bren,VIC,-37.840,145.850
3764,Tantaraboo,VIC,-37.310,144.890
3447,Taradale,VIC,-37.130,144.360
3451,Tarilta,VIC,-37.030,144.240
3029,Tarneit,VIC,-37.880,144.700
3775,Tarrawarra,VIC,-37.650,145.320
3037,Taylors Hill,VIC,-37.720,144.780
3038,Taylors Lakes,VIC,-37.730,144.810
3160,Tecoma,VIC,-37.910,145.360
3106,Templestowe,VIC,-37.770,145.120
3107,Templestowe Lower,VIC,-37.760,145.100
3984,Tenby Point,VIC,-38.320,145.540
3719,Terip Terip,VIC,-37.010,145.620
3154,The Basin,VIC,-37.850,145.310
3984,The Gurdies,VIC,-38.320,145.540
3792,The Patch,VIC,-37.890,145.390
3109,The Pines,VIC,-37.810,145.190
3074,Thomastown,VIC,-37.680,145.010
3219,Thomson,VIC,-38.180,144.380
3071,Thornbury,VIC,-37.760,145.000
3712,Thornton,VIC,-37.330,145.860
3797,Three Bridges,VIC,-37.860,145.710
3815,Tonimbuk,VIC,-38.100,145.720
3522,Tooborac,VIC,-37.130,144.750
3777,Toolangi,VIC,-37.690,145.540
3337,Toolern Vale,VIC,-37.680,144.590
3980,Tooradin,VIC,-38.210,145.340
3142,Toorak,VIC,-37.840,145.000
3833,Toorongo,VIC,-37.840,145.850
3941,Tootgarook,VIC,-38.370,144.820
3228,Torquay,VIC,-38.330,144.260
3012,Tottenham,VIC,-37.810,144.850
3032,Travancore,VIC,-37.780,144.920
3660,Trawool,VIC,-37.090,145.500
3785,Tremont,VIC,-38.270,144.490
3458,Trentham,VIC,-37.450,144.290
3458,Trentham East,VIC,-37.450,144.290
3029,Truganina,VIC,-37.880,144.700
3915,Tuerong,VIC,-38.310,145.190
3043,Tullamarine,VIC,-37.690,144.880
3109,Tunstall Square Po,VIC,-37.810,145.190
3658,Tyaak,VIC,-37.200,145.050
3913,Tyabb,VIC,-38.260,145.190
3444,Tylden,VIC,-37.090,144.510
3444,Tylden South,VIC,-37.090,144.510
3813,Tynong,VIC,-38.090,145.630
3813,Tynong North,VIC,-38.090,145.630
3010,University Of Melbourne,VIC,-37.800,144.960
3156,Upper Ferntree Gully,VIC,-37.880,145.300
3756,Upper Plenty,VIC,-37.400,144.800
3158,Upwey,VIC,-37.900,145.330
3451,Vaughan,VIC,-37.030,144.240
3922,Ventnor,VIC,-38.450,145.240
3133,Vermont,VIC,-37.840,145.190
3133,Vermont South,VIC,-37.840,145.190
3814,Vervale,VIC,-38.150,145.610
3833,Vesper,VIC,-37.840,145.850
3084,Viewbank,VIC,-37.740,145.090
3756,Wallan,VIC,-37.400,144.800
3221,Wallington,VIC,-37.900,144.250
3216,Wandana Heights,VIC,-38.180,144.340
3139,Wandin East,VIC,-37.800,145.540
3139,Wandin North,VIC,-37.800,145.540
3758,Wandong,VIC,-37.380,145.030
3152,Wantirna,VIC,-37.870,145.240
3152,Wantirna South,VIC,-37.870,145.240
3799,Warburton,VIC,-37.760,145.750
3980,Warneet,VIC,-38.210,145.340
3113,Warrandyte,VIC,-37.730,145.220
3134,Warrandyte South,VIC,-37.810,145.230
3134,Warranwood,VIC,-37.810,145.230
3658,Waterford Park,VIC,-37.200,145.050
3038,Watergardens,VIC,-37.730,144.810
3195,Waterways,VIC,-38.030,145.100
3087,Watsonia,VIC,-37.710,145.080
3087,Watsonia North,VIC,-37.710,145.080
3097,Watsons Creek,VIC,-37.700,145.280
3995,Wattle Bank,VIC,-38.530,145.450
3096,Wattle Glen,VIC,-37.670,145.190
3128,Wattle Park,VIC,-37.820,145.120
3145,Wattletree Road Po,VIC,-37.880,145.040
3216,Waurn Ponds,VIC,-38.180,144.340
3170,Waverley Gardens,VIC,-37.870,145.100
3186,Were Street Po,VIC,-37.910,144.990
3030,Werribee,VIC,-37.970,144.580
3030,Werribee South,VIC,-37.970,144.580
3799,Wesburn,VIC,-37.760,145.750
3992,West Creek,VIC,-38.490,145.620
3012,West Footscray,VIC,-37.810,144.850
3003,West Melbourne,VIC,-37.810,144.940
3049,Westmeadows,VIC,-37.670,144.890
3714,Whanregarwen,VIC,-37.250,145.700
3461,Wheatsheaf,VIC,-37.390,144.220
3150,Wheelers Hill,VIC,-37.880,145.170
3660,Whiteheads Creek,VIC,-37.090,145.500
3950,Whitelaw,VIC,-38.450,145.880
3219,Whittington,VIC,-38.180,144.380
3757,Whittlesea,VIC,-37.450,145.110
3429,Wildwood,VIC,-37.580,144.730
3027,Williams Landing,VIC,-37.860,144.760
3016,Williamstown,VIC,-37.860,144.900
3016,Williamstown North,VIC,-37.860,144.900
3764,Willowmavin,VIC,-37.310,144.890
3922,Wimbledon Heights,VIC,-38.450,145.240
3181,Windsor,VIC,-37.850,144.990
3189,Wishart,VIC,-37.930,145.040
3689,Wodonga,VIC,-37.680,144.990
3750,Wollert,VIC,-38.380,144.810
3115,Wonga Park,VIC,-37.740,145.270
3221,Wongarra,VIC,-37.900,144.250
3995,Wonthaggi,VIC,-38.530,145.450
3442,Woodend,VIC,-37.390,144.450
3442,Woodend North,VIC,-37.390,144.450
3945,Woodleigh,VIC,-37.970,145.160
3751,Woodstock,VIC,-37.690,144.890
3995,Woolamai,VIC,-38.530,145.450
3139,Woori Yallock,VIC,-37.800,145.540
3005,World Trade Centre,VIC,-37.820,144.950
3221,Wye River,VIC,-37.900,144.250
3024,Wyndham Vale,VIC,-37.900,144.560
3085,Yallambie,VIC,-37.730,145.070
3755,Yan Yean,VIC,-37.570,145.140
3461,Yandoit,VIC,-37.390,144.220
3461,Yandoit Hills,VIC,-37.390,144.220
3981,Yannathan,VIC,-38.180,145.570
3451,Yapeen,VIC,-37.030,144.240
3719,Yarck,VIC,-37.010,145.620
3775,Yarra Glen,VIC,-37.650,145.320
3797,Yarra Junction,VIC,-37.860,145.710
3091,Yarrambat,VIC,-37.640,145.130
3013,Yarraville,VIC,-37.820,144.890
3013,Yarraville West,VIC,-37.820,144.890
3717,Yea,VIC,-37.340,145.290
3139,Yellingbo,VIC,-37.800,145.540
3770,Yering,VIC,-37.720,145.380
3063,Yuroke,VIC,-37.630,144.840
